User ID,Name,Email Address,Username,Date of Birth,Location,Membership Start Date,Membership End Date,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions,Membership Duration (Days),Age,Days Since Membership Start,Gender__Female,Gender__Male,Plan__Annual,Plan__Monthly,Uses_Mobile,Uses_Desktop,Uses_Tablet,Uses_Smart TV,Genre_['Documentary'],Genre_['Horror'],Genre_['Comedy'],Genre_['Action'],Genre_['Drama'],Genre_['Sci-Fi'],Genre_['Romance'],Churned
2172,Stefanie Robinson,austin94@example.net,austin94,1962-05-15,North Maria,2024-03-24,2025-03-24,Amex,Manual,Regular,['Books'],['Drama'],['Smart TV'],Low,4.8,10,365,63,303,False,True,True,False,0,0,0,1,0,0,0,0,1,0,0,0
2173,Rachael Ramos,brian67@example.com,brian67,2002-09-30,New Lisa,2024-01-26,2025-01-25,Visa,Auto-renew,Occasional,['Electronics'],['Documentary'],['Smart TV'],Low,3.7,1,365,23,361,True,False,True,False,0,0,0,1,1,0,0,0,0,0,0,0
2174,Jerry Romero,christinareese@example.net,christinareese,1967-07-19,New Jenniferberg,2024-02-20,2025-02-19,Mastercard,Manual,Regular,['Clothing'],['Comedy'],['Smart TV'],Medium,4.6,10,365,58,336,True,False,False,True,0,0,0,1,0,0,1,0,0,0,0,0
2175,Joe Buchanan,lindalevy@example.net,lindalevy,1989-12-03,East Rebecca,2024-04-02,2025-04-02,Amex,Manual,Frequent,['Electronics'],['Documentary'],['Smartphone'],Medium,4.1,0,365,36,294,False,True,False,True,0,0,0,0,1,0,0,0,0,0,0,0
2176,Richard Martinez,kellymiller@example.com,kellymiller,1939-10-13,North Joshuaburgh,2024-02-27,2025-02-26,Amex,Auto-renew,Frequent,['Electronics'],['Action'],['Smartphone'],High,4.4,8,365,86,329,True,False,True,False,0,0,0,0,0,0,0,1,0,0,0,0
2177,Stephen Shaw,derek79@example.org,derek79,1942-09-13,West Brandiside,2024-01-27,2025-01-26,Mastercard,Auto-renew,Occasional,['Clothing'],['Action'],['Smartphone'],Medium,4.5,5,365,83,360,True,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0
2178,Meghan Martin,qhill@example.org,qhill,1935-02-15,Kennedyborough,2024-03-09,2025-03-09,Mastercard,Manual,Regular,['Electronics'],['Horror'],['Tablet'],Low,4.6,2,365,90,318,True,False,True,False,0,0,1,0,0,1,0,0,0,0,0,0
2179,Ann Page,bdelacruz@example.org,bdelacruz,1974-03-21,Emilyton,2024-04-12,2025-04-12,Amex,Auto-renew,Regular,['Clothing'],['Action'],['Tablet'],Medium,4.2,7,365,51,284,False,True,False,True,0,0,1,0,0,0,0,1,0,0,0,0
2180,Vanessa Williams,kristinelewis@example.org,kristinelewis,1976-08-25,Port Johnview,2024-02-09,2025-02-08,Mastercard,Auto-renew,Frequent,['Electronics'],['Documentary'],['Smartphone'],Low,4.4,5,365,49,347,True,False,False,True,0,0,0,0,1,0,0,0,0,0,0,0
2181,Alexander Harris,austin55@example.net,austin55,1998-09-10,Henryburgh,2024-01-28,2025-01-27,Visa,Auto-renew,Regular,['Electronics'],['Comedy'],['Smart TV'],Low,4.1,4,365,27,359,False,True,True,False,0,0,0,1,0,0,1,0,0,0,0,0
2182,Henry Campbell,anthonykeller@example.org,anthonykeller,1984-10-09,Waltersbury,2024-04-14,2025-04-14,Visa,Manual,Frequent,['Electronics'],['Horror'],['Smart TV'],Low,3.3,9,365,41,282,False,True,False,True,0,0,0,1,0,1,0,0,0,0,0,0
2183,Heather Williams,seannorris@example.net,seannorris,1983-05-12,Lake Jacqueline,2024-03-08,2025-03-08,Visa,Manual,Regular,['Clothing'],['Action'],['Smart TV'],Low,4.1,1,365,42,319,True,False,False,True,0,0,0,1,0,0,0,1,0,0,0,0
2184,Robert Davis,anthony28@example.net,anthony28,1966-06-28,North Kristinahaven,2024-03-12,2025-03-12,Mastercard,Manual,Frequent,['Clothing'],['Action'],['Tablet'],Medium,4.5,10,365,59,315,False,True,False,True,0,0,1,0,0,0,0,1,0,0,0,0
2185,Shannon Conner,jacqueline84@example.com,jacqueline84,1966-11-24,North Tiffany,2024-03-29,2025-03-29,Visa,Auto-renew,Regular,['Electronics'],['Comedy'],['Smartphone'],Low,4.5,8,365,59,298,False,True,True,False,0,0,0,0,0,0,1,0,0,0,0,0
2186,Charles Edwards,denisefox@example.com,denisefox,1963-10-04,Port Sethhaven,2024-03-12,2025-03-12,Amex,Manual,Frequent,['Books'],['Documentary'],['Smartphone'],Medium,4.1,3,365,62,315,True,False,True,False,0,0,0,0,1,0,0,0,0,0,0,0
2187,Jeff Evans,rachelstevens@example.com,rachelstevens,1939-04-07,East Sarahstad,2024-01-03,2025-01-02,Amex,Auto-renew,Frequent,['Electronics'],['Documentary'],['Smart TV'],High,4.9,0,365,86,384,True,False,True,False,0,0,0,1,1,0,0,0,0,0,0,1
2188,Jill White,ocobb@example.com,ocobb,1947-02-07,Lake Mark,2024-02-16,2025-02-15,Visa,Auto-renew,Regular,['Books'],['Action'],['Smart TV'],High,4.6,0,365,78,340,False,True,False,True,0,0,0,1,0,0,0,1,0,0,0,0
2189,Tracey Mora,vthomas@example.com,vthomas,1952-12-26,Stevenport,2024-01-12,2025-01-11,Mastercard,Auto-renew,Frequent,['Electronics'],['Romance'],['Smartphone'],Medium,4.4,0,365,73,375,True,False,True,False,0,0,0,0,0,0,0,0,0,0,1,1
2190,Brent Young,dlane@example.com,dlane,1946-12-14,North Timchester,2024-04-08,2025-04-08,Amex,Manual,Regular,['Electronics'],['Drama'],['Smartphone'],Low,3.0,8,365,79,288,False,True,True,False,0,0,0,0,0,0,0,0,1,0,0,0
2191,David Wood,wward@example.net,wward,1991-03-24,Harrisonton,2024-01-12,2025-01-11,Visa,Manual,Occasional,['Electronics'],['Documentary'],['Smart TV'],High,4.0,7,365,34,375,False,True,False,True,0,0,0,1,1,0,0,0,0,0,0,1
2192,Shawn Carter,mccarthykathleen@example.com,mccarthykathleen,1933-07-08,Oliviachester,2024-03-13,2025-03-13,Amex,Manual,Occasional,['Books'],['Documentary'],['Tablet'],High,3.7,3,365,92,314,False,True,False,True,0,0,1,0,1,0,0,0,0,0,0,0
2193,Daniel Maldonado,thomasoneill@example.com,thomasoneill,1996-04-05,Lake Deanmouth,2024-01-02,2025-01-01,Amex,Manual,Frequent,['Electronics'],['Action'],['Smartphone'],Medium,4.7,9,365,29,385,True,False,False,True,0,0,0,0,0,0,0,1,0,0,0,1
2194,Tyler Taylor,anthony10@example.com,anthony10,2004-12-17,Lake Jerry,2024-01-10,2025-01-09,Visa,Auto-renew,Regular,['Books'],['Horror'],['Smartphone'],Low,3.6,5,365,21,377,False,True,False,True,0,0,0,0,0,1,0,0,0,0,0,1
2195,Elizabeth Carter,karen42@example.net,karen42,1968-08-14,Aaronstad,2024-02-18,2025-02-17,Amex,Auto-renew,Regular,['Books'],['Romance'],['Smartphone'],High,4.7,3,365,57,338,True,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0
2196,Kevin Galloway,allenbenjamin@example.net,allenbenjamin,1981-10-04,Cochranville,2024-03-21,2025-03-21,Amex,Auto-renew,Occasional,['Clothing'],['Documentary'],['Smartphone'],Low,3.4,3,365,44,306,False,True,False,True,0,0,0,0,1,0,0,0,0,0,0,0
2197,Donna Castillo,prichards@example.net,prichards,1978-03-27,Reedport,2024-04-14,2025-04-14,Mastercard,Manual,Occasional,['Clothing'],['Romance'],['Smartphone'],Low,3.4,6,365,47,282,False,True,False,True,0,0,0,0,0,0,0,0,0,0,1,0
2198,Jennifer Hamilton,rebeccaochoa@example.com,rebeccaochoa,1996-01-22,North Richard,2024-03-29,2025-03-29,Mastercard,Auto-renew,Occasional,['Books'],['Action'],['Tablet'],Medium,4.2,8,365,29,298,False,True,False,True,0,0,1,0,0,0,0,1,0,0,0,0
2199,Willie Bennett,misty07@example.org,misty07,1947-05-12,South Toddborough,2024-04-09,2025-04-09,Mastercard,Auto-renew,Regular,['Books'],['Romance'],['Tablet'],High,4.2,8,365,78,287,False,True,False,True,0,0,1,0,0,0,0,0,0,0,1,0
2200,Susan Knight,smithjason@example.org,smithjason,1988-07-18,Hensonchester,2024-02-20,2025-02-19,Amex,Manual,Occasional,['Books'],['Drama'],['Smartphone'],High,3.0,8,365,37,336,False,True,True,False,0,0,0,0,0,0,0,0,1,0,0,0
2201,Joseph Drake,melindajohnson@example.com,melindajohnson,1965-07-28,Lake Kimberly,2024-04-12,2025-04-12,Amex,Auto-renew,Regular,['Clothing'],['Romance'],['Smartphone'],Medium,4.6,5,365,60,284,False,True,False,True,0,0,0,0,0,0,0,0,0,0,1,0
2202,Gina Carey,angel52@example.org,angel52,1952-02-07,North Eric,2024-03-10,2025-03-10,Visa,Manual,Frequent,['Clothing'],['Drama'],['Smart TV'],High,4.8,0,365,73,317,False,True,False,True,0,0,0,1,0,0,0,0,1,0,0,0
2203,Jessica King,downslawrence@example.com,downslawrence,1992-08-12,Hunterburgh,2024-03-27,2025-03-27,Mastercard,Auto-renew,Regular,['Books'],['Comedy'],['Tablet'],Medium,3.9,6,365,33,300,True,False,False,True,0,0,1,0,0,0,1,0,0,0,0,0
2204,Christopher Oliver,thompsonlauren@example.org,thompsonlauren,1969-02-11,Davidshire,2024-02-27,2025-02-26,Amex,Manual,Frequent,['Clothing'],['Comedy'],['Tablet'],High,4.9,5,365,56,329,True,False,True,False,0,0,1,0,0,0,1,0,0,0,0,0
2205,Beth Johnson,jenniferjohnson@example.net,jenniferjohnson,2000-11-13,Jessicabury,2024-04-09,2025-04-09,Amex,Auto-renew,Regular,['Books'],['Sci-Fi'],['Smart TV'],Medium,3.5,3,365,25,287,True,False,True,False,0,0,0,1,0,0,0,0,0,1,0,0
2206,Jonathan Dixon,tammymanning@example.net,tammymanning,1976-06-17,Lake Brittanyhaven,2024-02-22,2025-02-21,Mastercard,Manual,Regular,['Clothing'],['Action'],['Smartphone'],High,3.5,6,365,49,334,True,False,False,True,0,0,0,0,0,0,0,1,0,0,0,0
2207,Jennifer King,gordonkaren@example.com,gordonkaren,2002-12-31,North James,2024-03-12,2025-03-12,Mastercard,Manual,Occasional,['Books'],['Sci-Fi'],['Smartphone'],High,4.3,5,365,23,315,True,False,False,True,0,0,0,0,0,0,0,0,0,1,0,0
2208,Tina Burke,jenniferevans@example.org,jenniferevans,1964-10-03,Christineberg,2024-03-04,2025-03-04,Visa,Manual,Regular,['Electronics'],['Documentary'],['Smartphone'],High,4.5,1,365,61,323,True,False,True,False,0,0,0,0,1,0,0,0,0,0,0,0
2209,Mary Dunn,ojimenez@example.com,ojimenez,1959-12-30,Port Brandonfort,2024-03-25,2025-03-25,Visa,Manual,Frequent,['Clothing'],['Documentary'],['Smart TV'],Low,3.8,10,365,66,302,True,False,True,False,0,0,0,1,1,0,0,0,0,0,0,0
2210,Jacob Mitchell,wfox@example.net,wfox,2001-01-05,Lopezfurt,2024-02-09,2025-02-08,Mastercard,Auto-renew,Frequent,['Clothing'],['Comedy'],['Smartphone'],Low,4.4,8,365,24,347,False,True,False,True,0,0,0,0,0,0,1,0,0,0,0,0
2211,Jennifer Watts,georgepeterson@example.com,georgepeterson,1933-06-07,Hernandezfurt,2024-03-13,2025-03-13,Amex,Manual,Regular,['Clothing'],['Sci-Fi'],['Tablet'],Medium,3.4,8,365,92,314,True,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0
2212,Shirley Salazar,margarethodge@example.org,margarethodge,1995-03-04,Derekmouth,2024-02-03,2025-02-02,Mastercard,Auto-renew,Regular,['Electronics'],['Documentary'],['Tablet'],High,4.9,10,365,30,353,False,True,True,False,0,0,1,0,1,0,0,0,0,0,0,0
2213,Kayla Kelley,bradyronnie@example.com,bradyronnie,1992-07-18,Robinsonville,2024-01-02,2025-01-01,Mastercard,Manual,Occasional,['Electronics'],['Comedy'],['Tablet'],High,4.3,6,365,33,385,False,True,True,False,0,0,1,0,0,0,1,0,0,0,0,1
2214,Eric Moore,shannonortiz@example.com,shannonortiz,1983-09-13,Amberfurt,2024-01-23,2025-01-22,Mastercard,Auto-renew,Regular,['Clothing'],['Action'],['Tablet'],High,4.5,0,365,42,364,False,True,True,False,0,0,1,0,0,0,0,1,0,0,0,0
2215,Darren Hall,brian96@example.org,brian96,1981-01-01,Cummingsfort,2024-02-06,2025-02-05,Amex,Auto-renew,Regular,['Electronics'],['Romance'],['Tablet'],Medium,4.8,1,365,44,350,False,True,False,True,0,0,1,0,0,0,0,0,0,0,1,0
2216,Ralph Norris,cgordon@example.com,cgordon,1991-01-14,New Jennifer,2024-02-10,2025-02-09,Amex,Manual,Regular,['Books'],['Sci-Fi'],['Smartphone'],Medium,3.0,4,365,34,346,False,True,False,True,0,0,0,0,0,0,0,0,0,1,0,0
2217,Mr. John Jimenez,rodney08@example.net,rodney08,1958-08-10,Stanleyview,2024-01-30,2025-01-29,Mastercard,Manual,Regular,['Books'],['Romance'],['Tablet'],Low,4.6,8,365,67,357,True,False,False,True,0,0,1,0,0,0,0,0,0,0,1,0
2218,Sydney Williamson,ycollins@example.org,ycollins,1971-02-09,East Andrew,2024-01-24,2025-01-23,Mastercard,Manual,Regular,['Electronics'],['Comedy'],['Smartphone'],High,4.3,5,365,54,363,False,True,False,True,0,0,0,0,0,0,1,0,0,0,0,0
2219,Martin Berg,lroberts@example.com,lroberts,1945-06-29,North Ivanville,2024-03-26,2025-03-26,Visa,Auto-renew,Regular,['Books'],['Documentary'],['Smart TV'],Low,3.4,9,365,80,301,False,True,True,False,0,0,0,1,1,0,0,0,0,0,0,0
2220,David Lam,sanderssusan@example.com,sanderssusan,1955-02-06,Combsfurt,2024-02-03,2025-02-02,Visa,Manual,Occasional,['Clothing'],['Romance'],['Tablet'],Medium,4.7,10,365,70,353,False,True,False,True,0,0,1,0,0,0,0,0,0,0,1,0
2221,Tammie Gonzalez,tylerlong@example.org,tylerlong,1990-01-04,Georgeside,2024-02-26,2025-02-25,Visa,Auto-renew,Regular,['Clothing'],['Drama'],['Smartphone'],Low,4.7,3,365,35,330,True,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0
2222,Rhonda Fitzpatrick,cody41@example.com,cody41,1951-01-20,Williamsstad,2024-02-27,2025-02-26,Visa,Manual,Frequent,['Books'],['Horror'],['Tablet'],Low,3.5,7,365,74,329,False,True,True,False,0,0,1,0,0,1,0,0,0,0,0,0
2223,Andrew Kim,jmyers@example.net,jmyers,1989-12-27,Johnsonville,2024-01-26,2025-01-25,Amex,Auto-renew,Regular,['Electronics'],['Horror'],['Smartphone'],High,3.9,6,365,36,361,True,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0
2224,Amy Simmons,brandonmendez@example.org,brandonmendez,1994-12-31,Port Mauriceberg,2024-04-05,2025-04-05,Amex,Manual,Frequent,['Electronics'],['Horror'],['Smart TV'],Medium,3.1,0,365,31,291,True,False,False,True,0,0,0,1,0,1,0,0,0,0,0,0
2225,Benjamin Stafford,igray@example.net,igray,1958-02-13,Wilkinsville,2024-01-07,2025-01-06,Visa,Manual,Occasional,['Electronics'],['Romance'],['Tablet'],Low,4.9,7,365,67,380,False,True,False,True,0,0,1,0,0,0,0,0,0,0,1,1
2226,Christopher Conway,millermichelle@example.com,millermichelle,1948-12-26,Robbinsborough,2024-04-02,2025-04-02,Mastercard,Manual,Frequent,['Books'],['Action'],['Smart TV'],Low,4.0,9,365,77,294,False,True,True,False,0,0,0,1,0,0,0,1,0,0,0,0
2227,Paul Castillo,harrissean@example.com,harrissean,1984-09-13,Johnsonfort,2024-01-27,2025-01-26,Mastercard,Manual,Occasional,['Clothing'],['Action'],['Tablet'],Low,3.2,4,365,41,360,False,True,False,True,0,0,1,0,0,0,0,1,0,0,0,0
2228,Carrie Aguilar,cbrown@example.org,cbrown,2002-04-11,West Shanefort,2024-03-22,2025-03-22,Amex,Auto-renew,Occasional,['Books'],['Romance'],['Tablet'],High,3.4,1,365,23,305,False,True,False,True,0,0,1,0,0,0,0,0,0,0,1,0
2229,Jason Rivera,christopherrussell@example.net,christopherrussell,1972-09-09,Walkerport,2024-01-30,2025-01-29,Amex,Manual,Frequent,['Electronics'],['Sci-Fi'],['Tablet'],High,3.8,3,365,53,357,False,True,True,False,0,0,1,0,0,0,0,0,0,1,0,0
2230,Allison Shaw,jacob94@example.org,jacob94,1969-08-20,East Stephenstad,2024-04-06,2025-04-06,Amex,Auto-renew,Regular,['Clothing'],['Comedy'],['Smart TV'],High,4.8,0,365,56,290,False,True,False,True,0,0,0,1,0,0,1,0,0,0,0,0
2231,Theresa Parks,anthony71@example.net,anthony71,1981-09-17,Cassandraview,2024-02-24,2025-02-23,Amex,Auto-renew,Frequent,['Books'],['Documentary'],['Smartphone'],Low,4.0,6,365,44,332,True,False,True,False,0,0,0,0,1,0,0,0,0,0,0,0
2232,Bailey Williams,brendanmedina@example.org,brendanmedina,1984-10-19,Maryview,2024-04-01,2025-04-01,Mastercard,Auto-renew,Regular,['Clothing'],['Action'],['Smartphone'],Low,4.9,6,365,41,295,False,True,True,False,0,0,0,0,0,0,0,1,0,0,0,0
2233,David Craig,wross@example.org,wross,1992-08-10,Stewartton,2024-03-31,2025-03-31,Mastercard,Auto-renew,Occasional,['Electronics'],['Horror'],['Smartphone'],Medium,3.9,4,365,33,296,True,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0
2234,Alicia Fitzgerald MD,joseph33@example.com,joseph33,1960-11-19,North Virginia,2024-02-27,2025-02-26,Visa,Auto-renew,Frequent,['Books'],['Action'],['Smartphone'],Low,3.1,4,365,65,329,False,True,True,False,0,0,0,0,0,0,0,1,0,0,0,0
2235,Rhonda Brown,stonejoseph@example.com,stonejoseph,1996-09-23,Lake Michaelmouth,2024-02-10,2025-02-09,Mastercard,Auto-renew,Frequent,['Electronics'],['Action'],['Smartphone'],High,4.2,4,365,29,346,True,False,True,False,0,0,0,0,0,0,0,1,0,0,0,0
2236,Taylor Schultz,timothy19@example.com,timothy19,2003-06-18,Nguyenport,2024-04-10,2025-04-10,Mastercard,Auto-renew,Regular,['Electronics'],['Sci-Fi'],['Smartphone'],Medium,3.6,4,365,22,286,False,True,True,False,0,0,0,0,0,0,0,0,0,1,0,0
2237,Angel Sanders,ericksonjohn@example.net,ericksonjohn,1981-11-08,Wendymouth,2024-03-22,2025-03-22,Mastercard,Auto-renew,Frequent,['Electronics'],['Horror'],['Smartphone'],High,3.2,9,365,44,305,False,True,False,True,0,0,0,0,0,1,0,0,0,0,0,0
2238,John Kirk,willie78@example.org,willie78,1965-05-22,New Annaton,2024-02-20,2025-02-19,Visa,Manual,Occasional,['Electronics'],['Action'],['Tablet'],High,3.3,10,365,60,336,False,True,True,False,0,0,1,0,0,0,0,1,0,0,0,0
2239,Jeffrey Ramirez,vjohnson@example.com,vjohnson,1997-11-28,Nealmouth,2024-01-28,2025-01-27,Visa,Manual,Regular,['Clothing'],['Documentary'],['Tablet'],High,4.6,9,365,28,359,True,False,True,False,0,0,1,0,1,0,0,0,0,0,0,0
2240,Brittney Patton,jramsey@example.net,jramsey,1935-01-17,Perryfort,2024-03-20,2025-03-20,Mastercard,Auto-renew,Regular,['Electronics'],['Horror'],['Tablet'],High,4.6,2,365,90,307,False,True,True,False,0,0,1,0,0,1,0,0,0,0,0,0
2241,Michael Garza,omar29@example.net,omar29,1991-01-07,Morenoborough,2024-03-22,2025-03-22,Mastercard,Manual,Occasional,['Electronics'],['Romance'],['Tablet'],Medium,4.3,3,365,34,305,False,True,True,False,0,0,1,0,0,0,0,0,0,0,1,0
2242,James Perez,sharon18@example.com,sharon18,1946-03-30,Huertastad,2024-01-05,2025-01-04,Mastercard,Manual,Frequent,['Books'],['Horror'],['Tablet'],Low,4.1,3,365,79,382,False,True,False,True,0,0,1,0,0,1,0,0,0,0,0,1
2243,James Bryant,sean85@example.net,sean85,1999-12-03,Port Mary,2024-01-30,2025-01-29,Amex,Manual,Regular,['Electronics'],['Horror'],['Smartphone'],High,4.9,6,365,26,357,True,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0
2244,Linda Hayes,chasejohnson@example.com,chasejohnson,1952-01-20,Karenstad,2024-03-07,2025-03-07,Mastercard,Manual,Regular,['Clothing'],['Romance'],['Smartphone'],Medium,3.9,1,365,73,320,True,False,False,True,0,0,0,0,0,0,0,0,0,0,1,0
2245,Daniel Morgan,mark80@example.org,mark80,2002-07-21,South Joseph,2024-02-20,2025-02-19,Amex,Auto-renew,Occasional,['Books'],['Documentary'],['Smartphone'],High,3.4,1,365,23,336,False,True,True,False,0,0,0,0,1,0,0,0,0,0,0,0
2246,Richard Monroe,joanna12@example.net,joanna12,1985-12-03,Jenniferburgh,2024-01-26,2025-01-25,Amex,Manual,Regular,['Books'],['Action'],['Smartphone'],Medium,3.7,3,365,40,361,False,True,True,False,0,0,0,0,0,0,0,1,0,0,0,0
2247,Tiffany Norton,lgilmore@example.org,lgilmore,1935-10-19,Zimmermanshire,2024-03-15,2025-03-15,Visa,Auto-renew,Occasional,['Books'],['Action'],['Smartphone'],High,4.1,10,365,90,312,False,True,True,False,0,0,0,0,0,0,0,1,0,0,0,0
2248,Timothy Pierce,austin16@example.net,austin16,1977-06-07,North Daniel,2024-01-08,2025-01-07,Mastercard,Manual,Occasional,['Electronics'],['Horror'],['Smartphone'],Low,4.7,10,365,48,379,False,True,False,True,0,0,0,0,0,1,0,0,0,0,0,1
2249,Jennifer Potts,christopher07@example.net,christopher07,1937-08-27,Port Jenniferberg,2024-03-12,2025-03-12,Amex,Manual,Occasional,['Electronics'],['Romance'],['Smart TV'],Low,4.2,6,365,88,315,False,True,False,True,0,0,0,1,0,0,0,0,0,0,1,0
2250,Jeffrey Erickson,russellmacias@example.net,russellmacias,1995-04-02,Lake Angelaside,2024-03-19,2025-03-19,Visa,Auto-renew,Occasional,['Books'],['Comedy'],['Tablet'],Low,3.6,0,365,30,308,False,True,True,False,0,0,1,0,0,0,1,0,0,0,0,0
2251,Heather Williams,ramirezanna@example.com,ramirezanna,1979-02-20,North Kara,2024-01-12,2025-01-11,Mastercard,Auto-renew,Frequent,['Electronics'],['Documentary'],['Tablet'],Medium,3.8,1,365,46,375,False,True,False,True,0,0,1,0,1,0,0,0,0,0,0,1
2252,Susan Wheeler,ayalamario@example.com,ayalamario,1993-03-21,New Meganberg,2024-03-15,2025-03-15,Mastercard,Auto-renew,Regular,['Clothing'],['Horror'],['Smartphone'],Medium,4.7,0,365,32,312,True,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0
2253,Sarah Becker,paulaorr@example.net,paulaorr,1976-01-13,Thomasside,2024-02-20,2025-02-19,Amex,Auto-renew,Frequent,['Books'],['Horror'],['Smartphone'],Low,3.7,4,365,49,336,True,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0
2254,James Hernandez,cyoung@example.net,cyoung,1949-03-02,East Matthewhaven,2024-01-18,2025-01-17,Amex,Auto-renew,Occasional,['Clothing'],['Comedy'],['Tablet'],Low,4.1,5,365,76,369,False,True,False,True,0,0,1,0,0,0,1,0,0,0,0,1
2255,Alejandro Schneider,icuevas@example.org,icuevas,1999-01-24,Bryanfurt,2024-03-01,2025-03-01,Mastercard,Manual,Regular,['Electronics'],['Comedy'],['Smart TV'],Medium,3.5,6,365,26,326,False,True,True,False,0,0,0,1,0,0,1,0,0,0,0,0
2256,Valerie Wagner,nancykrueger@example.net,nancykrueger,1944-04-21,West Dana,2024-03-29,2025-03-29,Mastercard,Manual,Frequent,['Electronics'],['Action'],['Smart TV'],Medium,3.8,6,365,81,298,False,True,False,True,0,0,0,1,0,0,0,1,0,0,0,0
2257,Frank Lee,patricklopez@example.com,patricklopez,1980-12-06,Danielfort,2024-01-27,2025-01-26,Mastercard,Manual,Occasional,['Books'],['Documentary'],['Smartphone'],Medium,3.4,1,365,45,360,False,True,False,True,0,0,0,0,1,0,0,0,0,0,0,0
2258,Rodney Brown,karen64@example.org,karen64,1943-03-06,Annaland,2024-03-12,2025-03-12,Visa,Auto-renew,Regular,['Books'],['Drama'],['Smart TV'],Medium,4.4,1,365,82,315,True,False,True,False,0,0,0,1,0,0,0,0,1,0,0,0
2259,Melissa Lopez,taradrake@example.org,taradrake,1951-12-03,West Douglas,2024-03-14,2025-03-14,Mastercard,Manual,Occasional,['Electronics'],['Romance'],['Smart TV'],High,3.1,8,365,74,313,True,False,False,True,0,0,0,1,0,0,0,0,0,0,1,0
2260,Amber Harris,smithallison@example.org,smithallison,1976-03-15,Heathershire,2024-03-17,2025-03-17,Mastercard,Manual,Regular,['Books'],['Sci-Fi'],['Tablet'],Medium,3.5,8,365,49,310,False,True,False,True,0,0,1,0,0,0,0,0,0,1,0,0
2261,Anthony Hester,timothyhobbs@example.org,timothyhobbs,1986-05-12,Port Denisemouth,2024-03-21,2025-03-21,Mastercard,Manual,Occasional,['Books'],['Horror'],['Smartphone'],Medium,3.8,5,365,39,306,False,True,False,True,0,0,0,0,0,1,0,0,0,0,0,0
2262,Juan Smith,jonathon30@example.org,jonathon30,1973-06-20,Lake Angel,2024-01-12,2025-01-11,Visa,Manual,Regular,['Electronics'],['Action'],['Tablet'],Medium,3.5,5,365,52,375,True,False,False,True,0,0,1,0,0,0,0,1,0,0,0,1
2263,Hayley Dean,jeffreynichols@example.com,jeffreynichols,1953-04-19,Brooksborough,2024-01-21,2025-01-20,Amex,Manual,Regular,['Books'],['Horror'],['Tablet'],High,3.0,8,365,72,366,True,False,False,True,0,0,1,0,0,1,0,0,0,0,0,1
2264,Tiffany Baker,lmccarty@example.org,lmccarty,1989-02-04,New Jamie,2024-01-28,2025-01-27,Amex,Manual,Occasional,['Electronics'],['Horror'],['Smart TV'],High,3.6,1,365,36,359,False,True,False,True,0,0,0,1,0,1,0,0,0,0,0,0
2265,Angelica Randall,gwade@example.org,gwade,1935-04-22,New Thomasmouth,2024-01-22,2025-01-21,Visa,Manual,Frequent,['Electronics'],['Romance'],['Smartphone'],Medium,3.1,5,365,90,365,True,False,False,True,0,0,0,0,0,0,0,0,0,0,1,1
2266,Jacob Martinez,ellisstacy@example.com,ellisstacy,1979-01-06,Briannafort,2024-01-22,2025-01-21,Amex,Auto-renew,Occasional,['Books'],['Romance'],['Smartphone'],Medium,3.9,3,365,46,365,False,True,False,True,0,0,0,0,0,0,0,0,0,0,1,1
2267,Christopher Moreno,moorepatricia@example.org,moorepatricia,1987-09-20,Amyport,2024-02-08,2025-02-07,Visa,Auto-renew,Regular,['Clothing'],['Sci-Fi'],['Tablet'],High,4.9,7,365,38,348,True,False,False,True,0,0,1,0,0,0,0,0,0,1,0,0
2268,Melissa Choi DVM,ginascott@example.net,ginascott,1937-05-14,Collinsport,2024-03-31,2025-03-31,Mastercard,Auto-renew,Frequent,['Electronics'],['Drama'],['Smartphone'],High,3.8,1,365,88,296,True,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0
2269,Michael Collins,llopez@example.org,llopez,1946-03-24,Owensmouth,2024-02-15,2025-02-14,Mastercard,Manual,Frequent,['Clothing'],['Sci-Fi'],['Smart TV'],High,4.5,3,365,79,341,True,False,True,False,0,0,0,1,0,0,0,0,0,1,0,0
2270,Daniel Wood,leonardbrandon@example.net,leonardbrandon,1949-05-24,Mossfurt,2024-03-20,2025-03-20,Amex,Auto-renew,Frequent,['Books'],['Romance'],['Smart TV'],High,3.9,1,365,76,307,False,True,True,False,0,0,0,1,0,0,0,0,0,0,1,0
2271,Kristin Molina,knightpaula@example.com,knightpaula,1948-01-16,Sullivanhaven,2024-01-29,2025-01-28,Visa,Auto-renew,Occasional,['Electronics'],['Drama'],['Smartphone'],Medium,3.6,9,365,77,358,True,False,True,False,0,0,0,0,0,0,0,0,1,0,0,0
